,ApplicationSignedHour,ApplicationSignedWeekday,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,MonthlyPaymentDay,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,TARGET,EE,ES,FI,SK
4259,8.0,6.0,4.0,1000.0,1.0,28.0,1.0,EE,24.0,,6.0,4.0,2.0,2,3.0,UpTo1Year,5To10Years,3.0,7.0,614.0,0.0,0.0,0.0,0.0,0.0,358.0,972.0,3.0,258.0,0.0,14.92,659.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4260,12.0,6.0,4.0,2000.0,1.0,41.0,0.0,EE,6.0,,3.0,4.0,1.0,1,3.0,MoreThan5Years,15To25Years,18.0,1.0,810.0,0.0,0.0,0.0,0.0,0.0,400.0,1210.0,4.0,566.0,0.0,0.0,0.0,14.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4261,13.0,6.0,4.0,2000.0,1.0,35.0,1.0,EE,24.0,,0.0,4.0,2.0,1,3.0,UpTo1Year,LessThan2Years,7.0,7.0,550.0,0.0,0.0,0.0,0.0,0.0,19.0,569.0,7.0,197.0,3.0,22.32,262.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4262,14.0,6.0,4.0,3000.0,1.0,32.0,0.0,EE,36.0,,7.0,4.0,1.0,0,3.0,MoreThan5Years,5To10Years,1.0,3.0,1466.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.0,8.0,340.0,3.0,14.8,1002.0,17.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4263,17.0,6.0,4.0,3000.0,1.0,23.0,1.0,EE,36.0,0.0,0.0,3.0,1.0,0,3.0,UpTo2Years,2To5Years,7.0,1.0,450.0,0.0,0.0,0.0,0.0,0.0,134.1,584.1,3.0,65.0,1.0,28.25,404.0,15.0,True,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4264,19.0,1.0,4.0,3000.0,1.0,51.0,1.0,EE,36.0,,2.0,3.0,2.0,0,3.0,MoreThan5Years,10To15Years,17.0,1.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,6.0,255.0,0.0,42.12,420.91,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4265,9.0,2.0,4.0,400.0,1.0,34.0,0.0,EE,6.0,,7.0,5.0,1.0,0,3.0,UpTo2Years,10To15Years,11.0,8.0,1770.0,0.0,0.0,0.0,0.0,0.0,200.0,1970.0,3.0,399.0,0.0,5.43,1503.0,1.0,False,3.0,600.0,534.48,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4266,14.0,2.0,4.0,3000.0,1.0,29.0,0.0,EE,36.0,,0.0,5.0,2.0,0,3.0,UpTo4Years,2To5Years,1.0,3.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,7.0,150.0,6.0,24.8,226.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4267,16.0,2.0,4.0,4500.0,1.0,49.0,1.0,EE,36.0,0.0,1.0,4.0,2.0,0,3.0,UpTo5Years,2To5Years,1.0,1.0,473.0,0.0,0.0,0.0,0.0,0.0,128.0,601.0,8.0,325.0,0.0,72.88,122.0,10.0,False,1.0,2000.0,1571.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4268,18.0,2.0,4.0,3000.0,1.0,24.0,0.0,EE,24.0,0.0,2.0,2.0,3.0,0,3.0,UpTo1Year,LessThan2Years,6.0,2.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0,1.0,75.0,0.0,35.71,222.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4269,22.0,2.0,4.0,3000.0,1.0,45.0,0.0,EE,36.0,,0.0,4.0,2.0,1,3.0,UpTo5Years,MoreThan25Years,9.0,1.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,13.0,393.0,3.0,42.62,343.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4270,15.0,4.0,4.0,800.0,1.0,26.0,0.0,EE,15.0,,7.0,5.0,3.0,0,5.0,UpTo2Years,LessThan2Years,10.0,5.0,775.0,0.0,0.0,0.0,0.0,0.0,200.0,975.0,5.0,425.0,0.0,0.0,0.0,6.0,True,1.0,1600.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4271,18.0,3.0,4.0,630.0,1.0,26.0,0.0,EE,12.0,,7.0,5.0,3.0,0,3.0,UpTo2Years,5To10Years,1.0,6.0,700.0,0.0,0.0,0.0,0.0,0.0,50.0,750.0,2.0,357.0,0.0,12.67,332.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4272,10.0,4.0,4.0,2300.0,1.0,29.0,0.0,EE,24.0,,6.0,5.0,2.0,1,3.0,UpTo1Year,15To25Years,1.0,3.0,1250.0,0.0,0.0,0.0,0.0,0.0,650.0,1900.0,4.0,605.0,0.0,15.95,1183.0,10.0,False,1.0,3000.0,1350.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4273,18.0,4.0,4.0,3000.0,1.0,41.0,0.0,EE,12.0,,5.0,4.0,1.0,1,5.0,MoreThan5Years,15To25Years,6.0,7.0,600.0,0.0,0.0,0.0,0.0,0.0,700.0,1300.0,5.0,658.0,5.0,0.0,0.0,10.0,False,1.0,1500.0,1596.82,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4274,7.0,5.0,4.0,250.0,1.0,43.0,1.0,EE,24.0,,7.0,4.0,4.0,0,3.0,MoreThan5Years,5To10Years,3.0,2.0,490.0,0.0,0.0,0.0,0.0,0.0,50.0,540.0,5.0,203.0,0.0,15.56,323.0,17.0,True,1.0,800.0,48.56,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4275,9.0,5.0,4.0,3000.0,1.0,28.0,1.0,EE,36.0,0.0,2.0,4.0,1.0,1,3.0,UpTo3Years,LessThan2Years,1.0,1.0,479.0,0.0,0.0,0.0,0.0,0.0,19.0,498.0,3.0,145.0,1.0,21.08,265.53,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4276,10.0,5.0,4.0,4500.0,1.0,57.0,0.0,EE,36.0,,1.0,4.0,4.0,0,3.0,MoreThan5Years,MoreThan25Years,15.0,3.0,480.0,0.0,0.0,0.0,0.0,0.0,500.0,980.0,7.0,425.0,0.0,42.24,369.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4277,12.0,5.0,4.0,500.0,1.0,42.0,1.0,EE,6.0,,8.0,5.0,2.0,1,3.0,MoreThan5Years,5To10Years,7.0,1.0,1122.0,0.0,0.0,0.0,0.0,0.0,249.0,1371.0,9.0,810.0,0.0,0.0,0.0,10.0,False,1.0,1000.0,550.27,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4278,14.0,5.0,4.0,3000.0,3.0,24.0,0.0,EE,36.0,,0.0,3.0,1.0,0,3.0,MoreThan5Years,5To10Years,4.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.0,542.0,3.0,22.6,334.0,23.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4279,15.0,5.0,4.0,3000.0,1.0,53.0,1.0,EE,36.0,0.0,7.0,4.0,5.0,1,3.0,MoreThan5Years,5To10Years,16.0,1.0,380.0,0.0,0.0,0.0,0.0,0.0,195.0,575.0,5.0,134.0,1.0,0.0,0.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4280,18.0,5.0,4.0,2500.0,1.0,51.0,1.0,EE,24.0,,2.0,5.0,4.0,0,3.0,MoreThan5Years,5To10Years,7.0,8.0,1868.0,0.0,0.0,0.0,0.0,0.0,0.0,1868.0,10.0,1300.0,0.0,40.69,435.0,25.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4281,18.0,5.0,4.0,3000.0,1.0,30.0,1.0,EE,36.0,,6.0,4.0,2.0,3,3.0,UpTo1Year,LessThan2Years,7.0,7.0,395.0,0.0,0.0,0.0,0.0,0.0,155.0,550.0,4.0,168.0,0.0,45.09,258.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4282,12.0,6.0,4.0,500.0,1.0,27.0,0.0,EE,18.0,,7.0,4.0,1.0,0,3.0,UpTo2Years,LessThan2Years,1.0,2.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,3.0,86.0,0.0,13.87,630.0,10.0,False,1.0,750.0,170.09,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4283,11.0,6.0,4.0,3000.0,1.0,45.0,0.0,EE,24.0,0.0,2.0,5.0,2.0,0,3.0,UpTo4Years,2To5Years,15.0,7.0,833.0,0.0,0.0,0.0,0.0,0.0,500.0,1333.0,5.0,343.0,0.0,27.08,825.33,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4284,11.0,6.0,4.0,3000.0,1.0,30.0,0.0,EE,12.0,,2.0,5.0,3.0,0,3.0,UpTo4Years,2To5Years,7.0,8.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,1963.0,5.0,1282.0,0.0,65.77,403.0,21.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4285,13.0,6.0,4.0,3000.0,1.0,43.0,1.0,EE,24.0,,0.0,4.0,2.0,0,3.0,MoreThan5Years,5To10Years,11.0,8.0,785.0,0.0,0.0,0.0,0.0,0.0,0.0,785.0,9.0,551.0,3.0,40.76,307.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4286,13.0,6.0,4.0,1400.0,1.0,34.0,0.0,EE,36.0,0.0,7.0,3.0,3.0,0,3.0,UpTo1Year,LessThan2Years,6.0,3.0,1241.0,0.0,0.0,0.0,0.0,0.0,0.0,1241.0,5.0,267.0,0.0,0.0,0.0,25.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4287,20.0,6.0,4.0,150.0,1.0,22.0,1.0,EE,2.0,,7.0,4.0,3.0,0,3.0,UpTo2Years,LessThan2Years,9.0,6.0,540.0,0.0,0.0,0.0,0.0,0.0,0.0,540.0,3.0,212.0,0.0,0.0,0.0,7.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4288,12.0,7.0,4.0,3000.0,1.0,53.0,1.0,EE,36.0,,2.0,4.0,2.0,0,3.0,UpTo3Years,MoreThan25Years,7.0,1.0,750.0,0.0,0.0,0.0,0.0,0.0,266.0,1016.0,4.0,565.0,0.0,29.04,333.3,17.0,False,1.0,2000.0,2557.44,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4289,22.0,7.0,4.0,1000.0,1.0,23.0,1.0,EE,24.0,,0.0,4.0,3.0,0,3.0,UpTo1Year,LessThan2Years,7.0,7.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,6.0,92.0,4.0,15.71,203.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4290,19.0,1.0,4.0,3000.0,1.0,24.0,1.0,EE,36.0,,2.0,2.0,3.0,0,3.0,UpTo5Years,5To10Years,9.0,9.0,675.0,0.0,0.0,0.0,0.0,0.0,0.0,675.0,4.0,344.0,0.0,37.33,231.0,12.0,False,3.0,349.2552,374.3339,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4291,11.0,2.0,4.0,1000.0,1.0,22.0,1.0,EE,18.0,,7.0,2.0,3.0,0,3.0,UpTo1Year,2To5Years,1.0,2.0,500.0,0.0,0.0,0.0,0.0,0.0,40.0,540.0,2.0,39.0,0.0,12.78,432.33,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4292,12.0,2.0,4.0,100.0,1.0,24.0,0.0,EE,12.0,,7.0,3.0,2.0,1,3.0,MoreThan5Years,5To10Years,7.0,1.0,650.0,0.0,0.0,0.0,0.0,0.0,134.0,784.0,6.0,370.0,0.0,13.14,405.0,5.0,False,1.0,600.0,173.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4293,9.0,3.0,4.0,2000.0,1.0,37.0,0.0,EE,24.0,,2.0,4.0,2.0,1,5.0,UpTo2Years,LessThan2Years,16.0,3.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0,440.0,0.0,0.0,0.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4294,10.0,3.0,4.0,700.0,1.0,51.0,1.0,EE,12.0,,2.0,4.0,1.0,0,3.0,MoreThan5Years,MoreThan25Years,1.0,2.0,659.0,0.0,0.0,0.0,0.0,0.0,0.0,659.0,6.0,364.0,0.0,0.0,0.0,17.0,True,1.0,500.0,103.35,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4295,13.0,3.0,4.0,500.0,1.0,44.0,1.0,EE,3.0,,0.0,4.0,2.0,2,3.0,MoreThan5Years,15To25Years,3.0,7.0,654.0,0.0,0.0,0.0,0.0,0.0,0.0,654.0,3.0,147.0,0.0,0.0,0.0,10.0,True,1.0,200.0,207.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4296,13.0,3.0,4.0,3000.0,1.0,31.0,0.0,EE,24.0,,1.0,4.0,3.0,2,3.0,UpTo2Years,10To15Years,6.0,1.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,3.0,762.0,0.0,7.88,1573.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4297,10.0,5.0,4.0,3000.0,1.0,66.0,0.0,EE,24.0,,2.0,4.0,2.0,0,6.0,,LessThan2Years,1.0,1.0,2073.0,0.0,0.0,0.0,0.0,0.0,0.0,2073.0,7.0,1395.0,0.0,75.25,513.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4298,10.0,5.0,4.0,300.0,3.0,38.0,0.0,EE,6.0,,2.0,5.0,1.0,0,3.0,,15To25Years,10.0,2.0,1220.0,0.0,0.0,0.0,0.0,0.0,0.0,1220.0,6.0,642.0,0.0,0.0,0.0,25.0,False,3.0,3750.0,1377.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4299,19.0,5.0,4.0,2400.0,1.0,34.0,1.0,EE,36.0,,8.0,2.0,2.0,1,3.0,MoreThan5Years,15To25Years,7.0,7.0,750.0,0.0,0.0,0.0,0.0,0.0,19.0,769.0,6.0,463.0,0.0,61.12,224.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4300,15.0,6.0,4.0,800.0,1.0,23.0,0.0,EE,36.0,,0.0,4.0,3.0,0,3.0,UpTo2Years,5To10Years,16.0,3.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,12.0,399.0,4.0,25.2,426.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4301,16.0,6.0,4.0,2500.0,1.0,25.0,0.0,EE,36.0,0.0,0.0,4.0,2.0,0,3.0,MoreThan5Years,5To10Years,1.0,2.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,10.0,387.0,4.0,52.86,210.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4302,6.0,7.0,4.0,350.0,1.0,46.0,0.0,EE,24.0,,7.0,5.0,2.0,1,5.0,MoreThan5Years,10To15Years,19.0,1.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,4.0,496.0,0.0,0.0,0.0,10.0,False,2.0,3600.0,1094.93,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4303,19.0,1.0,4.0,1900.0,1.0,46.0,1.0,EE,24.0,,0.0,4.0,4.0,0,3.0,MoreThan5Years,MoreThan25Years,9.0,4.0,528.0,0.0,0.0,0.0,0.0,0.0,220.0,748.0,5.0,422.0,2.0,13.9,363.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4304,14.0,3.0,4.0,2000.0,1.0,56.0,1.0,EE,36.0,,0.0,4.0,2.0,0,3.0,MoreThan5Years,10To15Years,16.0,7.0,340.0,0.0,0.0,0.0,0.0,0.0,200.0,540.0,8.0,238.0,2.0,22.22,217.0,11.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4305,13.0,3.0,4.0,4080.0,1.0,44.0,1.0,EE,36.0,,0.0,4.0,1.0,1,3.0,MoreThan5Years,15To25Years,10.0,1.0,928.0,0.0,0.0,0.0,0.0,0.0,49.0,977.0,12.0,541.0,7.0,28.05,263.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4306,16.0,3.0,4.0,5340.0,1.0,59.0,1.0,EE,24.0,,0.0,5.0,2.0,0,3.0,MoreThan5Years,15To25Years,7.0,1.0,688.0,0.0,0.0,0.0,0.0,0.0,311.0,999.0,11.0,233.0,8.0,48.15,473.0,7.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4307,16.0,2.0,4.0,800.0,1.0,37.0,1.0,EE,36.0,,0.0,5.0,2.0,0,3.0,MoreThan5Years,5To10Years,15.0,2.0,557.0,0.0,0.0,0.0,0.0,0.0,0.0,557.0,5.0,251.0,1.0,35.91,357.0,1.0,False,3.0,2570.0,923.64,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4308,19.0,5.0,4.0,7100.0,1.0,44.0,1.0,EE,36.0,,0.0,4.0,2.0,2,3.0,UpTo4Years,2To5Years,18.0,7.0,940.0,0.0,0.0,0.0,0.0,0.0,138.0,1078.0,10.0,313.0,6.0,52.6,471.0,8.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4309,10.0,3.0,4.0,3000.0,1.0,36.0,1.0,EE,48.0,,0.0,5.0,2.0,2,3.0,UpTo1Year,LessThan2Years,15.0,7.0,530.0,0.0,0.0,0.0,0.0,0.0,91.0,621.0,13.0,196.0,7.0,41.38,320.0,3.0,False,1.0,700.0,806.39,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4310,14.0,4.0,4.0,1000.0,1.0,47.0,1.0,EE,36.0,,7.0,2.0,4.0,2,6.0,,LessThan2Years,1.0,3.0,204.0,0.0,0.0,0.0,0.0,0.0,133.0,337.0,6.0,186.0,0.0,27.3,96.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4311,11.0,3.0,4.0,800.0,1.0,40.0,1.0,EE,36.0,,7.0,4.0,3.0,3,3.0,MoreThan5Years,15To25Years,7.0,1.0,501.0,0.0,0.0,0.0,0.0,0.0,153.0,654.0,11.0,339.0,0.0,36.85,282.0,15.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4312,11.0,4.0,4.0,3000.0,1.0,23.0,1.0,EE,60.0,0.0,0.0,2.0,2.0,2,3.0,UpTo1Year,5To10Years,15.0,3.0,309.0,0.0,0.0,0.0,0.0,0.0,115.0,424.0,7.0,338.0,3.0,22.88,130.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4313,17.0,3.0,4.0,2000.0,1.0,48.0,0.0,EE,18.0,,0.0,3.0,2.0,1,3.0,MoreThan5Years,5To10Years,3.0,1.0,600.0,0.0,0.0,0.0,0.0,0.0,175.0,775.0,7.0,200.0,4.0,22.06,438.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4314,8.0,4.0,4.0,3000.0,1.0,31.0,0.0,EE,48.0,,6.0,5.0,1.0,1,3.0,UpTo4Years,10To15Years,18.0,2.0,360.0,0.0,0.0,0.0,0.0,0.0,1135.0,1495.0,5.0,372.0,0.0,8.36,1018.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4315,13.0,4.0,4.0,5000.0,1.0,45.0,0.0,EE,60.0,,0.0,4.0,1.0,0,3.0,UpTo1Year,LessThan2Years,8.0,1.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,4.0,292.0,0.0,20.53,312.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4316,13.0,4.0,4.0,1500.0,1.0,39.0,1.0,EE,24.0,,2.0,5.0,3.0,1,3.0,UpTo1Year,LessThan2Years,3.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,200.0,1200.0,6.0,564.0,0.0,35.25,554.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4317,15.0,4.0,4.0,1500.0,1.0,32.0,1.0,EE,24.0,,0.0,5.0,1.0,3,5.0,UpTo1Year,5To10Years,9.0,1.0,860.0,0.0,0.0,0.0,0.0,0.0,535.0,1395.0,10.0,1056.0,2.0,49.18,257.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4318,20.0,4.0,4.0,800.0,1.0,33.0,1.0,EE,18.0,,0.0,5.0,2.0,2,3.0,UpTo2Years,2To5Years,16.0,4.0,700.0,0.0,0.0,0.0,0.0,0.0,39.0,739.0,8.0,257.0,4.0,28.69,427.0,10.0,False,1.0,1600.0,270.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4319,23.0,4.0,4.0,500.0,1.0,49.0,0.0,EE,12.0,,7.0,4.0,4.0,1,3.0,UpTo2Years,MoreThan25Years,6.0,1.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.0,514.0,0.0,20.2,438.0,25.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4320,14.0,5.0,4.0,1000.0,1.0,44.0,1.0,EE,18.0,,2.0,4.0,2.0,5,6.0,,LessThan2Years,1.0,1.0,431.0,0.0,0.0,0.0,0.0,0.0,69.0,500.0,10.0,274.0,0.0,66.0,157.0,20.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4321,15.0,6.0,4.0,5600.0,1.0,40.0,1.0,EE,36.0,,0.0,5.0,1.0,1,3.0,UpTo2Years,15To25Years,6.0,7.0,925.0,0.0,0.0,0.0,0.0,0.0,19.0,944.0,13.0,534.0,8.0,38.77,461.0,25.0,False,2.0,1131.2148,1400.8938,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4322,14.0,5.0,4.0,2000.0,1.0,39.0,1.0,EE,48.0,,2.0,4.0,2.0,2,3.0,UpTo4Years,2To5Years,18.0,1.0,558.0,0.0,0.0,0.0,0.0,0.0,38.0,596.0,3.0,109.0,0.0,19.63,417.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4323,15.0,5.0,4.0,1700.0,1.0,35.0,0.0,EE,48.0,0.0,6.0,4.0,2.0,2,3.0,MoreThan5Years,5To10Years,8.0,1.0,878.0,0.0,0.0,0.0,0.0,0.0,454.0,1332.0,6.0,420.0,0.0,17.57,869.0,14.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4324,11.0,6.0,4.0,3000.0,1.0,45.0,1.0,EE,60.0,,6.0,5.0,4.0,0,3.0,MoreThan5Years,5To10Years,15.0,3.0,760.0,0.0,0.0,0.0,0.0,0.0,0.0,760.0,3.0,417.0,0.0,50.53,246.0,7.0,False,1.0,2000.0,277.74,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4325,18.0,5.0,4.0,2000.0,1.0,24.0,0.0,EE,24.0,,2.0,2.0,2.0,0,3.0,UpTo1Year,5To10Years,3.0,1.0,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,4.0,255.0,0.0,41.41,498.0,15.0,False,2.0,1350.0,1030.22,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4326,18.0,5.0,4.0,1100.0,1.0,22.0,0.0,EE,24.0,,0.0,4.0,3.0,0,3.0,UpTo2Years,LessThan2Years,11.0,4.0,1054.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0,13.0,1367.0,5.0,22.58,252.0,21.0,False,1.0,800.0,96.95,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4327,23.0,5.0,4.0,4000.0,1.0,43.0,1.0,EE,60.0,,8.0,4.0,2.0,1,3.0,UpTo2Years,MoreThan25Years,7.0,2.0,622.0,0.0,0.0,0.0,0.0,0.0,38.0,660.0,6.0,375.0,2.0,46.36,261.0,11.0,True,1.0,3000.0,265.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4328,9.0,6.0,4.0,3000.0,1.0,35.0,0.0,EE,36.0,,0.0,4.0,2.0,2,3.0,MoreThan5Years,5To10Years,16.0,3.0,1304.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.0,9.0,1132.0,6.0,35.28,594.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4329,14.0,1.0,4.0,3000.0,1.0,25.0,1.0,EE,24.0,,0.0,3.0,2.0,2,3.0,MoreThan5Years,5To10Years,11.0,7.0,746.0,0.0,0.0,0.0,0.0,0.0,38.0,784.0,8.0,2893.0,7.0,21.05,589.0,10.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4330,12.0,2.0,4.0,2700.0,1.0,42.0,0.0,EE,8.0,,0.0,4.0,4.0,0,3.0,MoreThan5Years,15To25Years,17.0,3.0,1283.0,0.0,0.0,0.0,0.0,0.0,321.0,1604.0,10.0,703.0,0.0,27.18,527.0,1.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4331,11.0,3.0,4.0,1800.0,1.0,63.0,0.0,EE,12.0,,0.0,5.0,2.0,1,3.0,MoreThan5Years,5To10Years,18.0,7.0,680.0,0.0,0.0,0.0,0.0,0.0,343.0,1023.0,10.0,359.0,6.0,20.82,490.0,6.0,False,1.0,639.261,724.4105,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4332,10.0,2.0,4.0,2000.0,1.0,27.0,0.0,EE,12.0,,6.0,2.0,2.0,1,3.0,UpTo1Year,LessThan2Years,6.0,3.0,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,1703.0,9.0,1307.0,4.0,13.09,898.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
4333,15.0,2.0,4.0,3000.0,1.0,64.0,0.0,EE,36.0,,3.0,2.0,3.0,0,3.0,MoreThan5Years,10To15Years,3.0,1.0,336.0,0.0,0.0,0.0,0.0,0.0,275.0,611.0,5.0,49.0,3.0,24.39,438.0,5.0,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
