,VerificationType,AppliedAmount,LanguageCode,Age,Gender,Country,LoanDuration,MonthlyPayment,UseOfLoan,Education,MaritalStatus,NrOfDependants,EmploymentStatus,EmploymentDurationCurrentEmployer,WorkExperience,OccupationArea,HomeOwnershipType,IncomeFromPrincipalEmployer,IncomeFromPension,IncomeFromFamilyAllowance,IncomeFromSocialWelfare,IncomeFromLeavePay,IncomeFromChildSupport,IncomeOther,IncomeTotal,ExistingLiabilities,LiabilitiesTotal,RefinanceLiabilities,DebtToIncome,FreeCash,NewCreditCustomer,NoOfPreviousLoansBeforeLoan,AmountOfPreviousLoansBeforeLoan,PreviousRepaymentsBeforeLoan,PreviousEarlyRepaymentsBefoleLoan,PreviousEarlyRepaymentsCountBeforeLoan,DEFAULT,NrDependantsGiven
846,IncomeVerified,500.0,Finnish,24,Female,FI,60,18.44,Other,Business,Single,0,Partially employed,UpTo5Years,5To10Years,ArtEntertainment,"Tenant, unfurnished Property",1450.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,9,1470.0,1,65.27,3.56,1,0.0,0.0,0.0,500.0,3.0,1,0
847,IncomeUnverified,2975.0,Finnish,33,Male,FI,60,114.38,Health,Travel,Married,0,Entrepreneur,MoreThan5Years,10To15Years,Info and telecom,Mortgage,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,5,2290.65,0,20.17,594.97,0,1.0,1500.0,159.61,0.0,0.0,0,0
848,IncomeExpensesVerified,106.0,Russian,35,Male,EE,60,3.8,NoUseOfLoanGiven,EducationLoan,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,UpTo1Year,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1300.0,0,0.0,0,0.0,0.0,0,4.0,11588.0,1042.07,,0.0,0,1
849,IncomeExpensesVerified,2000.0,Estonian,35,Male,EE,24,115.08,Home improvement,Travel,Cohabitant,2,Fully employed,UpTo1Year,10To15Years,Finance and insurance,Joint Ownership,489.0,164.0,0.0,0.0,0.0,0.0,0.0,653.0,3,546.0,1,21.3,263.92,1,0.0,0.0,0.0,4000.0,2.0,0,0
850,IncomeExpensesVerified,3190.0,Estonian,29,Female,EE,60,93.59,EducationLoan,Business,Married,2,Fully employed,MoreThan5Years,5To10Years,Finance and insurance,Owner,679.0,0.0,157.0,0.0,0.0,0.0,0.0,836.0,6,870.89,1,69.44,5.52,0,1.0,5100.0,1943.36,7300.0,4.0,0,0
851,IncomeExpensesVerified,2500.0,Finnish,46,Male,FI,36,122.47,Travel,Business,Married,1,Fully employed,MoreThan5Years,MoreThan25Years,Processing,Owner,2791.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.0,8,2755.0,2,44.09,21.53,1,0.0,0.0,0.0,2900.0,1.0,1,0
852,IncomeExpensesVerified,2020.0,Spanish,25,Male,ES,60,120.25,Real estate,EducationLoan,Married,0,Fully employed,UpTo2Years,5To10Years,Energy,Owner,838.0,0.0,0.0,0.0,0.0,0.0,0.0,838.0,5,869.0,1,47.17,92.75,1,0.0,0.0,0.0,0.0,0.0,0,0
853,IncomeVerified,2655.0,Spanish,33,Female,ES,60,213.21,Loan consolidation,Travel,Married,0,Fully employed,UpTo3Years,10To15Years,Hospitality and catering,Mortgage,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,1005.0,4,760.0,0,33.16,31.79,1,0.0,0.0,0.0,0.0,0.0,1,0
855,IncomeExpensesVerified,3000.0,Russian,35,Male,EE,60,104.9,Home improvement,Home improvement,Married,1,Self-employed,UpTo3Years,10To15Years,Other,Owner,939.0,0.0,0.0,0.0,0.0,0.0,0.0,939.0,9,954.78,3,52.04,169.32,0,2.0,5500.0,4864.55,9900.0,3.0,0,0
856,IncomeVerified,3720.0,Estonian,46,Female,EE,60,116.77,Home improvement,Business,Divorced,0,Fully employed,MoreThan5Years,15To25Years,Other,Owner,711.0,0.0,0.0,0.0,0.0,0.0,0.0,711.0,2,336.0,0,28.52,258.23,0,1.0,3000.0,242.77,5000.0,1.0,0,0
857,IncomeExpensesVerified,3190.0,Estonian,24,Female,EE,60,99.81,Home improvement,EducationLoan,Married,2,Partially employed,UpTo2Years,LessThan2Years,Other,Owner,297.0,0.0,147.0,0.0,232.0,0.0,0.0,676.0,6,425.16,1,34.02,196.03,0,1.0,3000.0,672.0,0.0,0.0,0,0
858,IncomeExpensesVerified,955.0,Finnish,53,Female,FI,60,30.08,Loan consolidation,Business,Married,1,Fully employed,MoreThan5Years,MoreThan25Years,Retail and wholesale,Council House,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,15,1973.0,1,59.8,203.92,0,0.0,0.0,0.0,1000.0,1.0,0,0
859,IncomeExpensesVerified,6375.0,Spanish,38,Female,ES,60,339.02,Other,Travel,Single,0,Fully employed,MoreThan5Years,15To25Years,CivilService,Living with Parents,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,4,1171.0,1,26.47,252.98,1,0.0,0.0,0.0,0.0,0.0,0,0
860,IncomeExpensesVerified,2125.0,Spanish,30,Male,ES,60,130.55,EducationLoan,Travel,Single,0,Fully employed,UpTo4Years,2To5Years,Administrative,Living with Parents,899.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,7,1107.04,1,56.91,37.41,0,3.0,2060.0,1021.51,800.0,3.0,1,0
862,IncomeVerified,5000.0,Finnish,29,Male,FI,60,162.65,Other,Business,Cohabitant,0,Fully employed,UpTo2Years,5To10Years,Hospitality and catering,"Tenant, unfurnished Property",1650.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,3,1558.0,1,58.4,186.35,1,0.0,0.0,0.0,570.0,1.0,0,0
864,IncomeVerified,5000.0,Finnish,30,Male,FI,60,146.27,Loan consolidation,Business,Single,0,Fully employed,MoreThan5Years,5To10Years,Other,"Tenant, unfurnished Property",1450.0,0.0,0.0,0.0,0.0,0.0,0.0,1450.0,6,1617.0,1,59.54,86.73,1,0.0,0.0,0.0,0.0,0.0,0,0
865,IncomeExpensesVerified,3190.0,Estonian,57,Female,EE,60,88.33,Other,EducationLoan,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Processing,Joint Ownership,850.0,0.0,0.0,0.0,0.0,0.0,0.0,850.0,16,905.51,1,67.51,21.16,0,1.0,1500.0,202.89,1500.0,1.0,0,0
867,IncomeExpensesVerified,4500.0,Estonian,45,Male,EE,60,120.93,Other,EducationLoan,Divorced,1,Fully employed,UpTo3Years,15To25Years,Processing,Joint Tenant,865.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0,8,804.34,2,63.04,60.73,0,3.0,5300.0,5025.02,1500.0,1.0,1,0
868,IncomeVerified,10000.0,Finnish,41,Female,FI,60,389.77,Loan consolidation,Business,Married,4,Fully employed,MoreThan5Years,15To25Years,Transport and warehousing,Owner,2100.0,0.0,350.0,0.0,0.0,0.0,0.0,2450.0,7,2125.0,1,48.56,25.23,1,0.0,0.0,0.0,10000.0,1.0,1,0
869,IncomeExpensesVerified,2000.0,Estonian,49,Male,EE,36,81.51,Travel,EducationLoan,Single,0,Entrepreneur,MoreThan5Years,MoreThan25Years,Agriculture,Mortgage,569.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0,2,472.0,0,14.33,15.49,1,0.0,0.0,0.0,9000.0,3.0,1,0
870,IncomeExpensesVerified,4500.0,Estonian,26,Male,EE,24,299.58,Home improvement,Business,Single,0,Fully employed,UpTo2Years,5To10Years,Construction,Living with Parents,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,5,1057.0,1,23.59,1067.42,1,0.0,0.0,0.0,4500.0,1.0,0,0
872,IncomeExpensesVerified,2200.0,Estonian,45,Female,EE,60,53.94,Home improvement,EducationLoan,Divorced,0,Fully employed,MoreThan5Years,MoreThan25Years,Other,Owner,669.0,0.0,0.0,0.0,0.0,0.0,0.0,669.0,8,805.74,3,48.08,97.32,0,1.0,3000.0,1810.27,2200.0,1.0,0,0
873,IncomeUnverified,2125.0,Russian,61,Female,EE,60,63.55,Home improvement,Travel,Widow,0,Self-employed,MoreThan5Years,MoreThan25Years,Other,Owner,860.0,0.0,0.0,0.0,0.0,0.0,0.0,860.0,4,779.0,0,35.53,17.45,1,0.0,0.0,0.0,0.0,0.0,0,0
874,IncomeExpensesVerified,600.0,Finnish,41,Male,FI,36,23.59,Other,Business,Single,1,Fully employed,MoreThan5Years,5To10Years,Hospitality and catering,"Tenant, unfurnished Property",2200.0,0.0,154.0,0.0,0.0,0.0,0.0,2354.0,2,866.0,0,7.8,1464.41,1,0.0,0.0,0.0,600.0,1.0,0,0
875,IncomeUnverified,3190.0,Estonian,29,Male,EE,60,125.02,Loan consolidation,Travel,Cohabitant,0,Fully employed,UpTo2Years,10To15Years,Transport and warehousing,Owner,694.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0,9,660.0,1,63.4,3.98,1,0.0,0.0,0.0,0.0,0.0,0,0
876,IncomeUnverified,4500.0,Spanish,39,Male,ES,60,163.7,Other,Business,Cohabitant,2,Self-employed,UpTo4Years,15To25Years,Agriculture,"Tenant, Pre-furnished Property",1400.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,4,900.05,0,15.05,336.25,0,1.0,1200.0,401.38,5025.0,1.0,1,0
877,IncomeVerified,9565.0,Spanish,37,Male,ES,60,336.8,Other,Business,Divorced,1,Fully employed,UpTo4Years,15To25Years,Other,Living with Parents,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,4,770.0,1,46.57,281.2,1,0.0,0.0,0.0,0.0,0.0,1,0
878,IncomeUnverified,10630.0,Russian,32,Female,EE,60,376.68,Loan consolidation,Home improvement,Married,0,Fully employed,MoreThan5Years,10To15Years,Other,Owner,550.0,0.0,0.0,0.0,0.0,0.0,250.0,800.0,7,666.0,3,65.84,23.32,0,1.0,1500.0,1898.24,8000.0,2.0,1,0
879,IncomeExpensesVerified,2000.0,Russian,25,Male,EE,60,78.05,Other,Travel,Single,0,Fully employed,UpTo2Years,5To10Years,Finance and insurance,Living with Parents,829.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,4,646.72,1,47.02,189.23,0,1.0,4000.0,576.6,10540.0,3.0,1,0
880,IncomeUnverified,2125.0,Estonian,48,Female,EE,60,64.95,Other,EducationLoan,Married,0,Fully employed,MoreThan5Years,15To25Years,Healthcare,Owner,440.0,0.0,45.0,0.0,0.0,0.0,0.0,485.0,7,606.0,2,43.29,25.05,0,1.0,500.0,607.4,0.0,0.0,0,0
881,IncomeExpensesVerified,3190.0,Estonian,28,Male,EE,60,124.17,Other,Business,Married,1,Fully employed,MoreThan5Years,5To10Years,Construction,Owner,907.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,8,1007.0,1,64.96,45.83,1,0.0,0.0,0.0,0.0,0.0,0,0
883,IncomeUnverified,500.0,Estonian,38,Female,EE,3,172.92,Business,EducationLoan,Cohabitant,3,Entrepreneur,UpTo3Years,5To10Years,ArtEntertainment,Owner,850.0,0.0,115.0,0.0,284.0,0.0,0.0,1249.0,4,793.33,0,31.89,282.75,0,1.0,800.0,125.46,500.0,1.0,0,0
885,IncomeVerified,4000.0,Finnish,29,Male,FI,48,171.01,Travel,EducationLoan,Single,0,Fully employed,MoreThan5Years,5To10Years,Retail and wholesale,"Tenant, unfurnished Property",1388.0,0.0,0.0,0.0,0.0,0.0,0.0,1388.0,1,500.0,0,12.32,716.99,1,0.0,0.0,0.0,4000.0,1.0,1,0
887,IncomeExpensesVerified,1300.0,Spanish,44,Female,ES,60,85.85,Business,Travel,Divorced,1,Self-employed,UpTo4Years,15To25Years,Education,Owner,786.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0,7,960.0,2,55.07,3.15,1,0.0,0.0,0.0,1300.0,1.0,1,0
888,IncomeUnverified,1500.0,Russian,28,Female,EE,9,191.07,Other,Home improvement,Married,0,Self-employed,UpTo4Years,5To10Years,Other,Living with Parents,500.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,1,250.0,0,38.21,58.93,1,0.0,0.0,0.0,1500.0,1.0,0,0
889,IncomeExpensesVerified,530.0,Estonian,35,Male,EE,60,18.08,Loan consolidation,Home improvement,Married,2,Fully employed,UpTo3Years,10To15Years,Other,Owner,603.0,0.0,0.0,0.0,0.0,0.0,0.0,603.0,4,669.47,1,51.0,45.45,0,1.0,4700.0,3502.12,0.0,0.0,0,0
891,IncomeVerified,3000.0,Estonian,33,Male,EE,36,116.83,Real estate,Travel,Married,0,Entrepreneur,MoreThan5Years,10To15Years,Transport and warehousing,Owner,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,8,5879.71,0,30.96,1003.46,0,3.0,17400.0,14844.89,3000.0,1.0,0,0
892,IncomeVerified,10630.0,Finnish,46,Male,FI,60,389.82,Loan consolidation,Business,Single,0,Fully employed,MoreThan5Years,15To25Years,Construction,Joint Tenant,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,6,1440.0,2,56.65,150.18,1,0.0,0.0,0.0,0.0,0.0,1,0
894,IncomeUnverified,1500.0,Estonian,43,Male,EE,60,55.3,Real estate,Travel,Single,0,Entrepreneur,UpTo4Years,5To10Years,Real-estate,"Tenant, Pre-furnished Property",1500.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,2,618.0,0,14.89,826.7,1,0.0,0.0,0.0,2000.0,1.0,0,0
900,IncomeVerified,1500.0,Spanish,26,Female,ES,60,99.81,Other,Business,Single,0,Fully employed,MoreThan5Years,5To10Years,Healthcare,Living with Parents,957.0,0.0,0.0,0.0,0.0,0.0,0.0,957.0,7,946.0,2,62.78,6.19,1,0.0,0.0,0.0,0.0,0.0,0,0
901,IncomeUnverified,4100.0,Russian,54,Female,EE,60,126.02,Other,Home improvement,Married,0,Fully employed,UpTo1Year,MoreThan25Years,Hospitality and catering,Owner,440.0,158.0,0.0,0.0,0.0,0.0,0.0,598.0,2,288.0,0,27.43,183.98,1,0.0,0.0,0.0,4100.0,1.0,0,0
902,IncomeUnverified,500.0,Estonian,66,Male,EE,36,21.31,Home improvement,Travel,Married,0,Fully employed,UpTo4Years,15To25Years,Transport and warehousing,Owner,1700.0,350.0,0.0,0.0,0.0,0.0,0.0,2050.0,3,1058.66,0,22.68,970.03,0,1.0,2000.0,312.77,500.0,1.0,0,0
904,IncomeExpensesVerified,2500.0,Estonian,32,Female,EE,60,93.69,Other,EducationLoan,Cohabitant,1,Fully employed,UpTo4Years,10To15Years,Processing,Owner,764.0,0.0,45.0,0.0,0.0,0.0,0.0,809.0,7,880.34,2,56.99,97.97,0,2.0,4000.0,1733.47,2500.0,1.0,0,0
905,IncomeUnverified,4000.0,Russian,36,Male,EE,60,120.13,Home improvement,Travel,Single,0,Fully employed,MoreThan5Years,15To25Years,Energy,Owner,932.0,0.0,0.0,0.0,0.0,0.0,0.0,932.0,3,477.92,0,23.5,333.95,0,1.0,3700.0,455.73,4000.0,1.0,0,0
906,IncomeExpensesVerified,7970.0,Finnish,45,Male,FI,60,235.81,Business,Business,Married,0,Entrepreneur,UpTo3Years,MoreThan25Years,Construction,Mortgage,2770.0,0.0,0.0,0.0,0.0,0.0,0.0,2770.0,7,2791.0,3,37.39,3.19,1,0.0,0.0,0.0,0.0,0.0,1,0
907,IncomeUnverified,2000.0,Spanish,33,Female,ES,48,79.99,Business,Travel,Single,0,Self-employed,UpTo1Year,5To10Years,Retail and wholesale,Living with Parents,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2,968.0,0,11.92,1452.01,1,0.0,0.0,0.0,3500.0,1.0,0,0
908,IncomeUnverified,5000.0,Finnish,37,Female,FI,60,174.82,Home improvement,Business,Married,3,Fully employed,MoreThan5Years,10To15Years,Other,Owner,1700.0,0.0,366.0,0.0,0.0,0.0,0.0,2066.0,2,785.73,0,16.53,1105.45,0,1.0,4240.0,466.24,7795.0,3.0,1,0
910,IncomeExpensesVerified,3900.0,Russian,42,Male,EE,48,121.42,Travel,Home improvement,Married,1,Fully employed,MoreThan5Years,15To25Years,Transport and warehousing,Owner,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,4,642.32,0,25.79,336.26,0,1.0,1600.0,297.88,3900.0,1.0,0,0
912,IncomeExpensesVerified,5000.0,Estonian,28,Male,EE,60,184.34,Real estate,Business,Single,0,Fully employed,UpTo1Year,5To10Years,Transport and warehousing,Owner with Encumbrance,594.0,0.0,0.0,0.0,0.0,0.0,59.0,653.0,3,565.0,1,30.53,203.66,0,1.0,500.0,574.31,5000.0,1.0,0,0
913,IncomeExpensesVerified,5000.0,Estonian,44,Female,EE,60,148.16,Home improvement,Travel,Cohabitant,1,Fully employed,UpTo5Years,15To25Years,Other,Owner,1000.0,0.0,45.0,0.0,0.0,0.0,0.0,1045.0,5,446.0,0,26.91,450.84,1,0.0,0.0,0.0,5000.0,1.0,0,0
914,IncomeExpensesVerified,4000.0,Estonian,51,Male,EE,60,112.23,Home improvement,Business,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Processing,Owner,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,13,1426.0,5,56.57,1.77,1,0.0,0.0,0.0,5000.0,1.0,0,0
916,IncomeExpensesVerified,1000.0,Estonian,28,Female,EE,60,37.48,Home improvement,Home improvement,Married,0,Fully employed,TrialPeriod,5To10Years,Agriculture,"Tenant, unfurnished Property",500.0,225.0,0.0,27.0,0.0,0.0,0.0,752.0,6,375.88,0,21.72,338.64,0,2.0,1000.0,583.91,1000.0,1.0,0,0
917,IncomeUnverified,850.0,Estonian,40,Female,EE,60,26.52,Home improvement,Travel,Single,2,Fully employed,UpTo2Years,15To25Years,Finance and insurance,"Tenant, unfurnished Property",1187.0,0.0,90.0,0.0,0.0,0.0,0.0,1277.0,3,674.0,0,24.86,576.48,1,0.0,0.0,0.0,0.0,0.0,0,0
918,IncomeUnverified,4000.0,Finnish,25,Male,FI,60,136.83,Business,EducationLoan,Single,0,Fully employed,UpTo1Year,5To10Years,Hospitality and catering,"Tenant, unfurnished Property",1600.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,2,600.0,0,14.8,863.17,1,0.0,0.0,0.0,4000.0,1.0,1,0
919,IncomeUnverified,1594.0,Estonian,37,Female,EE,60,54.88,NoUseOfLoanGiven,NoEducationGiven,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,,,NoOccupationAreaGiven,"Tenant, Pre-furnished Property",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,6.0,14776.0,613.37,,0.0,0,1
920,IncomeExpensesVerified,4000.0,Estonian,29,Male,EE,60,138.41,Home improvement,EducationLoan,Single,0,Fully employed,UpTo1Year,5To10Years,Retail and wholesale,Living with Parents,728.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,4,563.0,0,62.01,26.59,1,0.0,0.0,0.0,12120.0,2.0,1,0
923,IncomeUnverified,1063.0,Estonian,29,Male,EE,60,38.54,NoUseOfLoanGiven,NoEducationGiven,NoMaritalStatusGiven,0,NoEmploymentStatusGiven,,,NoOccupationAreaGiven,Owner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,6.0,8822.0,367.3,,0.0,1,1
925,IncomeExpensesVerified,5000.0,Spanish,46,Female,ES,60,181.88,Other,Business,Married,2,Fully employed,UpTo2Years,15To25Years,Healthcare,"Tenant, unfurnished Property",830.0,0.0,0.0,0.0,0.0,0.0,0.0,830.0,5,620.0,0,54.44,28.12,1,0.0,0.0,0.0,3865.0,1.0,0,0
926,IncomeUnverified,2000.0,Finnish,52,Male,FI,60,56.64,Home improvement,Home improvement,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Transport and warehousing,Owner,2400.0,0.0,0.0,0.0,0.0,0.0,0.0,2400.0,2,1035.0,0,2.36,1308.36,1,0.0,0.0,0.0,5000.0,1.0,1,0
927,IncomeExpensesVerified,1500.0,Estonian,31,Male,EE,60,71.06,Other,EducationLoan,Single,0,Fully employed,UpTo4Years,10To15Years,Retail and wholesale,Owner,655.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,7,808.86,2,61.21,4.08,0,2.0,4700.0,1800.99,500.0,1.0,0,0
928,IncomeUnverified,3500.0,Russian,39,Male,EE,36,136.88,Loan consolidation,Travel,Married,2,Fully employed,UpTo3Years,5To10Years,Info and telecom,Mortgage,2089.0,0.0,90.0,0.0,0.0,0.0,204.0,2383.0,8,1976.03,0,53.19,66.09,0,1.0,9400.0,5480.04,3500.0,1.0,0,0
929,IncomeUnverified,530.0,Estonian,45,Male,EE,60,20.76,Home improvement,Home improvement,Divorced,0,Fully employed,UpTo2Years,15To25Years,Transport and warehousing,Living with Parents,800.0,300.0,0.0,0.0,0.0,0.0,0.0,1100.0,1,330.0,0,1.89,749.24,1,0.0,0.0,0.0,0.0,0.0,0,0
930,IncomeExpensesVerified,3500.0,Estonian,27,Female,EE,48,112.96,Other,EducationLoan,Single,1,Fully employed,UpTo4Years,5To10Years,Retail and wholesale,"Tenant, Pre-furnished Property",530.0,0.0,45.0,0.0,0.0,0.0,0.0,575.0,5,669.87,2,55.27,7.17,0,1.0,2100.0,194.3,4500.0,1.0,0,0
931,IncomeExpensesVerified,1595.0,Spanish,44,Male,ES,60,56.17,Travel,Home improvement,Single,3,Partially employed,MoreThan5Years,10To15Years,Transport and warehousing,Living with Parents,805.0,0.0,0.0,0.0,0.0,0.0,0.0,805.0,6,1250.0,2,52.57,31.83,1,0.0,0.0,0.0,0.0,0.0,0,0
932,IncomeExpensesVerified,3000.0,Estonian,43,Male,EE,60,100.68,Other,EducationLoan,Divorced,1,Fully employed,UpTo2Years,MoreThan25Years,Processing,"Tenant, Pre-furnished Property",480.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,9,791.0,6,47.02,4.32,1,0.0,0.0,0.0,3000.0,1.0,0,0
933,IncomeExpensesVerified,700.0,Estonian,29,Female,EE,48,22.82,Other,EducationLoan,Cohabitant,1,Fully employed,UpTo2Years,2To5Years,Other,"Tenant, Pre-furnished Property",608.0,0.0,45.0,0.0,0.0,0.0,0.0,653.0,4,540.12,0,47.92,90.06,0,2.0,1300.0,736.87,440.0,1.0,1,0
934,IncomeExpensesVerified,3720.0,Estonian,62,Female,EE,60,116.65,Home improvement,EducationLoan,Widow,0,Fully employed,MoreThan5Years,MoreThan25Years,Other,Owner,653.0,190.0,0.0,42.0,0.0,0.0,0.0,885.0,11,2638.0,5,69.34,6.35,0,1.0,2500.0,2959.94,0.0,0.0,0,0
935,IncomeVerified,2500.0,Finnish,23,Female,FI,60,155.73,Loan consolidation,Business,Cohabitant,0,Fully employed,UpTo4Years,2To5Years,Hospitality and catering,"Tenant, unfurnished Property",2026.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.0,8,2186.0,2,68.4,33.27,1,0.0,0.0,0.0,2500.0,1.0,1,0
936,IncomeExpensesVerified,5315.0,Estonian,47,Female,EE,60,152.63,Other,EducationLoan,Widow,0,Fully employed,TrialPeriod,15To25Years,Other,"Tenant, Pre-furnished Property",550.0,0.0,0.0,0.0,0.0,0.0,0.0,550.0,3,348.0,2,27.75,147.37,1,0.0,0.0,0.0,0.0,0.0,0,0
938,IncomeExpensesVerified,6000.0,Estonian,39,Female,EE,60,173.61,Home improvement,EducationLoan,Cohabitant,1,Fully employed,UpTo4Years,15To25Years,Processing,Mortgage,554.0,0.0,64.0,0.0,0.0,0.0,0.0,618.0,5,488.0,3,28.09,90.39,1,0.0,0.0,0.0,0.0,0.0,0,0
939,IncomeVerified,1060.0,Spanish,38,Male,ES,48,69.52,Other,Home improvement,Married,1,Fully employed,UpTo4Years,2To5Years,Other,"Tenant, Pre-furnished Property",826.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,6,1239.0,1,55.51,17.48,1,0.0,0.0,0.0,0.0,0.0,1,0
940,IncomeVerified,4200.0,Estonian,42,Male,EE,60,129.85,Real estate,EducationLoan,Cohabitant,1,Fully employed,UpTo1Year,LessThan2Years,Other,Owner,531.0,0.0,0.0,0.0,0.0,0.0,0.0,531.0,2,292.13,0,32.39,109.02,0,1.0,1000.0,238.68,0.0,0.0,0,0
941,IncomeVerified,6375.0,Finnish,38,Female,FI,60,233.25,Home improvement,EducationLoan,Cohabitant,0,Fully employed,UpTo5Years,15To25Years,Other,Owner,2528.0,0.0,0.0,0.0,0.0,0.0,0.0,2528.0,7,2276.45,0,55.45,18.3,0,1.0,4800.0,1939.86,0.0,0.0,1,0
942,IncomeExpensesVerified,2125.0,Estonian,36,Male,EE,60,56.32,Home improvement,EducationLoan,Cohabitant,1,Fully employed,UpTo1Year,15To25Years,Education,Joint Ownership,475.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,8,774.35,4,46.04,6.33,0,2.0,1500.0,990.62,1000.0,1.0,0,0
943,IncomeVerified,2500.0,Finnish,23,Female,FI,60,123.0,EducationLoan,Business,Single,0,Fully employed,UpTo3Years,2To5Years,Healthcare,"Tenant, unfurnished Property",1734.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.0,2,611.72,0,12.38,999.28,0,1.0,2000.0,522.81,2400.0,2.0,0,0
945,IncomeUnverified,5000.0,Estonian,48,Male,EE,60,158.64,Loan consolidation,Business,Married,0,Fully employed,MoreThan5Years,MoreThan25Years,Hospitality and catering,"Tenant, unfurnished Property",500.0,0.0,0.0,0.0,0.0,200.0,0.0,700.0,3,432.18,0,48.69,109.18,0,1.0,900.0,201.66,5000.0,1.0,1,0
946,IncomeUnverified,5950.0,Spanish,43,Female,ES,60,260.21,Home improvement,Travel,Single,0,Fully employed,UpTo5Years,15To25Years,Administrative,Mortgage,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,1350.0,5,1140.0,1,30.9,327.79,1,0.0,0.0,0.0,0.0,0.0,0,0
947,IncomeExpensesVerified,2655.0,Estonian,57,Male,EE,60,68.9,Loan consolidation,EducationLoan,Single,0,Fully employed,UpTo1Year,MoreThan25Years,Transport and warehousing,Owner,837.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,7,884.55,1,57.04,108.55,0,6.0,9740.0,10445.34,8500.0,2.0,0,0
949,IncomeExpensesVerified,1500.0,Estonian,32,Female,EE,60,44.63,Vehicle,EducationLoan,Cohabitant,1,Entrepreneur,UpTo2Years,5To10Years,Other,Living with Parents,344.0,0.0,45.0,0.0,0.0,0.0,0.0,389.0,3,342.35,0,35.21,2.02,1,0.0,0.0,0.0,0.0,0.0,0,0
950,IncomeUnverified,1000.0,Russian,37,Female,EE,60,48.63,Home improvement,Home improvement,Married,2,Fully employed,UpTo5Years,15To25Years,Other,Owner,1000.0,0.0,143.0,0.0,0.0,0.0,0.0,1143.0,2,461.0,0,14.67,633.37,1,0.0,0.0,0.0,12300.0,3.0,0,0
951,IncomeVerified,2000.0,Spanish,47,Female,ES,60,84.7,Other,EducationLoan,Married,2,Fully employed,MoreThan5Years,15To25Years,Administrative,Mortgage,981.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0,2,878.0,0,8.63,18.3,1,0.0,0.0,0.0,2500.0,1.0,0,0
953,IncomeExpensesVerified,3190.0,Estonian,37,Female,EE,60,98.94,Vehicle,EducationLoan,Cohabitant,4,Fully employed,UpTo5Years,15To25Years,Retail and wholesale,"Tenant, unfurnished Property",0.0,0.0,319.0,69.0,490.0,0.0,0.0,878.0,8,1081.55,2,63.04,61.51,0,1.0,740.0,87.73,0.0,0.0,0,0
954,IncomeVerified,2500.0,Estonian,28,Female,EE,60,80.03,Other,EducationLoan,Single,1,Fully employed,UpTo3Years,2To5Years,Education,Joint Tenant,350.0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,1,250.0,0,22.87,19.97,0,1.0,700.0,784.76,4000.0,1.0,0,0
